"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","LAB1","LAB2","LAB3","LAB4","LAB5","LAB6","LAB7","LAB8","LABPRACTICAL","LAB PRESENTATION8","MIDTERM1","MIDTERM2","MIDTERM3","LAB PRESENTATION4","LAB PRESENTATION5"
5,5,5,5,5,5,5,5,5,5,10,9,9,8,8,10,10,10,85,15,85,90,70,5,5
